l2_size(kb),bw(GB/s)
24894,3551.36
24895,3376.63
24896,3310.02
24897,3302.46
24898,3510.99
24899,3279.19
24900,3321.93
24901,3590.42
24902,3331.7
24903,3353.02
24904,3380
24905,3330.77
24906,3382.08
24907,3381.2
24908,3605.73
24909,3289.4
24910,3326.55
24911,3530.58
24912,3291.53
24913,3391.19
24914,3276.39
24915,3558.02
24916,3369.11
24917,3350.4
24918,3435.3
24919,3330.84
24920,3373.75
24921,3669.41
24922,3316.66
24923,3388.42
24924,3305.1
24925,3561.26
24926,3269.07
24927,3347.15
24928,3611.67
24929,3355.6
24930,3369.48
24931,3356.71
24932,3308.5
24933,3435.16
24934,3303.07
24935,3579.63
24936,3304.26
24937,3343.37
24938,3573.05
24939,3315.09
24940,3357.64
24941,3239.57
24942,3540.59
24943,3396.84
24944,3263.36
24945,3552.17
24946,3328.38
24947,3388.01
24948,3631.86
24949,3326.71
24950,3366.01
24951,3276.8
24952,3591.5
24953,3334.3
24954,3315.9
24955,3570.78
24956,3305.03
24957,3459.46
24958,3302.56
24959,3347.98
24960,3399.5
24961,3352.67
24962,3584.48
24963,3249.91
24964,3407.26
24965,3520.33
24966,3362.35
24967,3357.62
24968,3336.64
24969,3538.66
24970,3411.64
24971,3315.73
24972,3563.45
24973,3323
24974,3394.71
24975,3600.36
24976,3326.63
24977,3404.29
24978,3289.14
24979,3547.4
24980,3298.62
24981,3391.57
24982,3512.98
24983,3299.2
24984,3399.1
24985,3349.25
24986,3309.65
24987,3371.67
24988,3388.83
24989,3548.93
24990,3269.93
24991,3389.97
24992,3542.46
24993,3324.09
24994,3401.48
24995,3279.92
24996,3566.33
24997,3359.68
24998,3359.48
24999,3557.97
25000,3313.15
25001,3414.96
25002,3575.99
25003,3366.9
25004,3411.76
25005,3268.73
25006,3530.9
25007,3350
25008,3326.98
25009,3601.54
25010,3307.62
25011,3468.47
25012,3312.61
25013,3323.74
25014,3443.56
25015,3365.42
25016,3614.7
25017,3329.89
25018,3399.38
25019,3517.41
25020,3298.19
25021,3426.69
25022,3288.22
25023,3579.26
25024,3441.42
25025,3301.16
25026,3535.7
25027,3357.35
25028,3431.26
25029,3556.96
25030,3319.88
25031,3390.39
25032,3314.17
25033,3520.99
25034,3311
25035,3311.41
25036,3547.8
25037,3296.51
25038,3342.26
25039,3324.28
25040,3300.42
25041,3391.88
25042,3354.72
25043,3607.34
25044,3271.87
25045,3435.58
25046,3485.34
25047,3383.4
25048,3416.23
25049,3400.42
25050,3535.14
25051,3333.21
25052,3290.53
25053,3547.62
25054,3356.16
25055,3303.95
25056,3666.92
25057,3277.41
25058,3337.92
25059,3285.52
25060,3536.83
25061,3284.8
25062,3266.47
25063,3368.82
25064,3236.3
25065,3333.44
25066,3261.54
25067,3217.63
25068,3327.9
25069,3298.55
25070,3409.76
25071,3215.42
25072,3344.06
25073,3483.22
25074,3274.93
25075,3313.18
25076,3261.88
25077,3536.11
25078,3291.11
25079,3256.91
25080,3490.33
25081,3235.84
25082,3355.18
25083,3526.16
25084,3310.2
25085,3362.65
25086,3198.95
25087,3465.39
25088,3272.59
25089,3230.32
25090,3516.53
25091,3225.44
25092,3330.26
25093,3283.61
25094,3299.63
25095,3285.04
25096,3238.14
25097,3485.83
25098,3267
25099,3325.71
25100,3493.81
25101,3234.15
25102,3336.22
25103,3302.72
25104,3480.28
25105,3334.66
25106,3294.76
25107,3534.44
25108,3304.41
25109,3333.7
25110,3511.38
25111,3217.49
25112,3349.71
25113,3242.3
25114,3512.13
25115,3308.74
25116,3276.97
25117,3493.36
25118,3212.75
25119,3339.66
25120,3264.04
25121,3208.89
25122,3412.64
25123,3267.43
25124,3568.91
25125,3193.02
25126,3390.63
25127,3432.62
25128,3289.87
25129,3291.15
25130,3301.3
25131,3423.16
25132,3324.62
25133,3223.51
25134,3467.96
25135,3340.24
25136,3318.09
25137,3488.02
25138,3231.17
25139,3372.87
25140,3233.84
25141,3460.93
25142,3260.25
25143,3242.52
25144,3506.67
25145,3267.16
25146,3373.39
25147,3274.59
25148,3173.48
25149,3386.62
25150,3267.87
25151,3515.59
25152,3278.3
25153,3376.94
25154,3450.65
25155,3267.53
25156,3400.58
25157,3271.15
25158,3535.33
25159,3302.09
25160,3308.96
25161,3470.15
25162,3192.33
25163,3331.87
25164,3518.6
25165,3271.23
25166,3291.49
25167,3295.61
25168,3440.34
25169,3262.38
25170,3280.24
25171,3481.04
25172,3272.9
25173,3329.26
25174,3241.51
25175,3258.04
25176,3367.71
25177,3326.69
25178,3508.69
25179,3248.84
25180,3322.94
25181,3461.4
25182,3270.94
25183,3385.63
25184,3316.23
25185,3410.62
25186,3329.19
25187,3230.33
25188,3492.72
25189,3258.08
25190,3345.06
25191,3521.94
25192,3181.86
25193,3335.85
25194,3278.65
25195,3457.76
25196,3318.35
25197,3252.22
25198,3502.13
25199,3288.75
25200,3354.59
25201,3287.39
25202,3351.61
25203,3327.37
25204,3224.31
25205,3526.77
25206,3307.02
25207,3317.86
25208,3474.08
25209,3233.97
25210,3342.58
25211,3281.35
25212,3527.33
25213,3358.77
25214,3266.53
25215,3461.66
25216,3215.07
25217,3367.26
25218,3472.87
25219,3265.07
25220,3331.93
25221,3339.32
25222,3457.46
25223,3250.58
25224,3314.32
25225,3435.22
25226,3246.65
25227,3286.55
25228,3345.66
25229,3261.42
25230,3350.03
25231,3263.15
25232,3532.3
25233,3245.64
25234,3416.01
25235,3399.48
25236,3280.65
25237,3313.09
25238,3311.46
25239,3503.35
25240,3321.07
25241,3321.66
25242,3394.19
25243,3244.84
25244,3282.14
25245,3554.01
25246,3276.71
25247,3304.97
25248,3257.45
25249,3459.93
25250,3282.35
25251,3200.08
25252,3495.45
25253,3296.84
25254,3293.57
25255,3314.31
25256,3242.97
25257,3326.54
25258,3293.99
25259,3542.75
25260,3211.64
25261,3290.83
25262,3504.91
25263,3299.87
25264,3274.16
25265,3325.13
25266,3443.56
25267,3322.45
25268,3183.02
25269,3483.21
25270,3265.94
25271,3307.63
25272,3571.44
25273,3323.62
25274,3310.28
25275,3242.39
25276,3485.7
25277,3231.56
25278,3307.84
25279,3507.29
25280,3304.06
25281,3364.48
25282,3238.15
25283,3238.18
25284,3357.08
25285,3329.98
25286,3536.92
25287,3229.5
25288,3365.57
25289,3488.42
25290,3288.99
25291,3333.39
25292,3326.09
25293,3467.93
25294,3337.4
25295,3268.73
25296,3523.98
25297,3228.81
25298,3353.23
25299,3618.2
25300,3225
25301,3318.51
25302,3274.72
25303,3538.81
25304,3324.64
25305,3297.75
25306,3516.52
25307,3349.29
25308,3331.45
25309,3218.96
25310,3259.91
25311,3369.24
25312,3356.77
25313,3508.92
25314,3265.35
25315,3307.05
25316,3511.19
25317,3266.42
25318,3380.38
25319,3304.24
25320,3432.24
25321,3336.46
25322,3217.74
25323,3539.84
25324,3281.96
25325,3361.01
25326,3577.14
25327,3299.79
25328,3319.08
25329,3233.77
25330,3472.65
25331,3304.74
25332,3288.46
25333,3518.7
25334,3311.52
25335,3344.2
25336,3279.2
25337,3271.98
25338,3333.45
25339,3330.19
25340,3571.26
25341,3254.17
25342,3396.51
25343,3468.77
25344,3289.24
25345,3298.14
25346,3331.93
25347,3620.48
25348,3384.06
25349,3306.72
25350,3460.89
25351,3256.3
25352,3342.69
25353,3443.4
25354,3254.48
25355,3342.68
25356,3304.68
25357,3540.01
25358,3281.54
25359,3404.44
25360,3525.41
25361,3305.8
25362,3384.83
25363,3246.48
25364,3236.41
25365,3299.03
25366,3239.44
25367,3570.32
25368,3356.63
25369,3346.18
25370,3479.99
25371,3343.02
25372,3327.97
25373,3209.51
25374,3450.47
25375,3350.26
25376,3263.37
25377,3518.58
25378,3300.53
25379,3320.53
25380,3569.45
25381,3310.08
25382,3311.38
25383,3268.96
25384,3488.29
25385,3280.94
25386,3236.45
25387,3508.9
25388,3240.41
25389,3318.96
25390,3283.16
25391,3309.79
25392,3343.85
25393,3251.87
25394,3558.96
25395,3291.83
25396,3365.93
25397,3450.8
25398,3274.38
25399,3395.84
25400,3227.88
25401,3510.57
25402,3425.09
25403,3278.79
25404,3460.94
25405,3261.98
25406,3320.38
25407,3523.24
25408,3254.21
25409,3416.54
25410,3249.28
25411,3486.33
25412,3362.5
25413,3259.62
25414,3547.52
25415,3347.21
25416,3384.74
25417,3276.48
25418,3265.13
25419,3321.21
25420,3274.19
25421,3623.29
25422,3291.25
25423,3338.56
25424,3513.49
25425,3282.39
25426,3412.76
25427,3310.97
25428,3552.06
25429,3306.78
25430,3317.42
25431,3500.97
25432,3245.08
25433,3328.37
25434,3602.35
25435,3332.6
25436,3401.76
25437,3250.43
25438,3539.07
25439,3311.35
25440,3280.27
25441,3533.99
25442,3309.65
25443,3379.79
25444,3320.78
25445,3270.58
25446,3313.39
25447,3302.51
25448,3619.33
25449,3317.47
25450,3382.76
25451,3506.55
25452,3319.73
25453,3407.23
25454,3359.62
25455,3537.61
25456,3380.93
25457,3284.42
25458,3452.04
25459,3245.9
25460,3293.11
25461,3522.88
25462,3282.01
25463,3364.76
25464,3302.25
25465,3485.1
25466,3289.5
25467,3311.06
25468,3521.95
25469,3312.97
25470,3354.44
25471,3330.05
25472,3288.74
25473,3405
25474,3268.29
25475,3580.1
25476,3320.79
25477,3357.23
25478,3471.16
25479,3259.17
25480,3331.24
25481,3267.57
25482,3501.86
25483,3372.78
25484,3257.46
25485,3496.83
25486,3296.44
25487,3350.24
25488,3543.59
25489,3348.83
25490,3395.42
25491,3326.73
25492,3481.05
25493,3235.26
25494,3282.62
25495,3492.21
25496,3284.87
25497,3414
25498,3293.72
25499,3332.59
25500,3420.21
25501,3336.4
25502,3482.31
25503,3260.83
25504,3386.34
25505,3541.56
25506,3245.11
25507,3322.47
25508,3318.07
25509,3569.67
25510,3378.94
25511,3391.13
25512,3489.66
25513,3313.26
25514,3394.94
25515,3527.95
25516,3273.17
25517,3434.04
25518,3243.63
25519,3494.27
25520,3370.98
25521,3285.57
25522,3493.72
25523,3373.4
25524,3307.06
25525,3335.45
25526,3260.22
25527,3396.71
25528,3320.29
25529,3567.97
25530,3246.18
25531,3379.11
25532,3486.2
25533,3250.02
25534,3309.17
25535,3177.27
25536,3534.8
25537,3327.29
25538,3354.39
25539,3529.61
25540,3302.39
25541,3348.98
25542,3566.88
25543,3329.64
25544,3347.29
25545,3311.51
25546,3521.16
25547,3334.72
25548,3349.54
25549,3567.2
25550,3270.86
25551,3408.71
25552,3298.83
25553,3343.7
25554,3336.77
25555,3357.25
25556,3530.58
25557,3263.43
25558,3381.19
25559,3453.26
25560,3307.39
25561,3417.98
25562,3266.96
25563,3562.96
25564,3359.79
25565,3331.46
25566,3473.67
25567,3348.92
25568,3364.63
25569,3565.8
25570,3332.48
25571,3384.67
25572,3282.41
25573,3481.37
25574,3334.62
25575,3334.25
25576,3524.21
25577,3256.4
25578,3389.69
25579,3272.21
25580,3357.85
25581,3363.7
25582,3358.92
25583,3576.32
25584,3263.95
25585,3423.14
25586,3527.87
25587,3288.06
25588,3381.21
25589,3291.59
25590,3576.18
25591,3389.26
25592,3268.59
25593,3543.18
25594,3286.67
25595,3332.11
25596,3546.49
25597,3366.89
25598,3368.44
25599,3364.27
25600,3479.08
25601,3269.51
25602,3305.61
25603,3516.64
25604,3213.73
25605,3320.61
25606,3324.08
25607,3265.81
25608,3374.37
25609,3311.52
25610,3616.56
25611,3300.74
25612,3408.74
25613,3554.29
25614,3279.71
25615,3362.41
25616,3335.79
25617,3578.64
25618,3410.15
25619,3319.12
25620,3583.23
25621,3292.47
25622,3414.44
25623,3604.58
25624,3366.5
25625,3379.26
25626,3410.21
25627,3536.32
25628,3318.67
25629,3316.88
25630,3509.34
25631,3224.52
25632,3408.08
25633,3305.43
25634,3318.13
25635,3393.25
25636,3310.51
25637,3566.02
25638,3303.82
25639,3384.85
25640,3530.66
25641,3282.14
25642,3390.56
25643,3291.33
25644,3530.91
25645,3373.99
25646,3321.96
25647,3603.46
25648,3308.39
25649,3368.79
25650,3617.5
25651,3370.81
25652,3386.46
25653,3378.85
25654,3539.13
25655,3274.36
25656,3324.45
25657,3531.25
25658,3267.22
25659,3431.4
25660,3289.22
25661,3322.89
25662,3418.14
25663,3316.57
25664,3596.14
25665,3290.33
25666,3383.31
25667,3514.76
25668,3282.27
25669,3355.12
25670,3270.34
25671,3533.72
25672,3364.91
25673,3308.97
25674,3559.84
25675,3297.28
25676,3341.35
25677,3592.56
25678,3349.32
25679,3346.6
25680,3368.68
25681,3517.29
25682,3284.81
25683,3302.25
25684,3518.79
25685,3266.41
25686,3396.53
25687,3287.12
25688,3313.45
25689,3374.59
25690,3348.48
25691,3530.68
25692,3313.21
25693,3394.22
25694,3488.12
25695,3282.99
25696,3340.57
25697,3294.54
25698,3566.21
25699,3407.91
25700,3256.7
25701,3564.36
25702,3294.98
25703,3354
25704,3589.28
25705,3349.16
25706,3355.61
25707,3347.11
25708,3478.67
25709,3224.68
25710,3339.43
25711,3519.03
25712,3335.95
25713,3414.92
25714,3292.34
25715,3331.68
25716,3385.9
25717,3279.72
25718,3549.15
25719,3280.26
25720,3345.3
25721,3466.71
25722,3326.31
25723,3347.18
25724,3358.56
25725,3519.04
25726,3357.41
25727,3369.27
25728,3545.66
25729,3264.42
25730,3383.49
25731,3567.43
25732,3274.63
25733,3375.12
25734,3264.51
25735,3566.3
25736,3292.48
25737,3233.34
25738,3558.48
25739,3341.18
25740,3358.67
25741,3314.16
25742,3239.09
25743,3324.05
25744,3246.8
25745,3581.88
25746,3279.94
25747,3334.36
25748,3587.77
25749,3259.56
25750,3321.28
25751,3364.97
25752,3537.58
25753,3356.89
25754,3261.53
25755,3522.38
25756,3320.23
25757,3383.88
25758,3560.14
25759,3343.92
25760,3353.04
25761,3347.01
25762,3522.51
25763,3319.25
25764,3324.55
25765,3516.99
25766,3261.68
25767,3344.63
25768,3258.68
25769,3300.24
25770,3363.43
25771,3328.56
25772,3602.62
25773,3278.84
25774,3369.35
25775,3487.48
25776,3365.05
25777,3432.83
25778,3342.07
25779,3559.8
25780,3355.57
25781,3329.7
25782,3557.43
25783,3204.14
25784,3346.89
25785,3572.52
25786,3208.96
25787,3346.37
25788,3215.88
25789,3536.59
25790,3347.8
25791,3283.66
25792,3511.97
25793,3329.47
25794,3380.91
25795,3333.78
25796,3297.14
25797,3335.81
25798,3280.52
25799,3580.85
25800,3222.42
25801,3388.35
25802,3541.09
25803,3336.74
25804,3350.14
25805,3413.24
25806,3581.79
25807,3357.72
25808,3313.11
25809,3567.85
25810,3278.28
25811,3411.46
25812,3576.36
25813,3372.37
25814,3361.45
25815,3346.58
25816,3543.11
25817,3283.68
25818,3280.69
25819,3554.73
25820,3365.84
25821,3398.68
25822,3395.67
25823,3379.07
25824,3407.41
25825,3303.24
25826,3653.3
25827,3299.39
25828,3358.62
25829,3520.38
25830,3301.88
25831,3343.95
25832,3335.02
25833,3525.28
25834,3403.71
25835,3335.75
25836,3493.3
25837,3358.81
25838,3364.71
25839,3548.07
25840,3352.58
25841,3381.99
25842,3341.52
25843,3551.83
25844,3302.55
25845,3267.28
25846,3537.01
25847,3358
25848,3355.16
25849,3376.76
25850,3257.47
25851,3402.13
25852,3294.58
25853,3608.12
25854,3302.71
25855,3351.06
25856,3515.63
25857,3312.58
25858,3459.31
25859,3299.26
25860,3596.66
25861,3437.42
25862,3332.68
25863,3567.16
25864,3294.26
25865,3353.22
25866,3547.16
25867,3261.59
25868,3404.97
25869,3283.96
25870,3501.97
25871,3316.44
25872,3322.11
25873,3613.98
25874,3329.85
25875,3395.95
25876,3319.8
25877,3278.69
25878,3338.92
25879,3246.35
25880,3617.45
25881,3329.67
25882,3278.23
25883,3517.36
25884,3339.06
25885,3363.44
25886,3388.91
25887,3528.47
25888,3418.18
25889,3286.52
25890,3500.88
25891,3339.25
25892,3347.73
25893,3566.79
25894,3377.49
25895,3383.15
25896,3341.83
25897,3530.34
25898,3305.59
25899,3289.26
25900,3609.18
25901,3375.39
25902,3344.7
25903,3295.78
25904,3232.5
25905,3345.1
25906,3234.38
25907,3614.17
25908,3285.72
25909,3333.9
25910,3570.43
25911,3334.12
25912,3454.48
25913,3320.62
25914,3554.78
25915,3473.15
25916,3323.37
25917,3576.33
25918,3351.38
25919,3307.85
25920,3582.24
25921,3164.83
25922,3162.07
25923,3205.8
25924,3278.93
25925,3174.2
25926,3103.55
25927,3334.32
25928,3171.21
25929,3098.25
25930,3124.46
25931,3075.27
25932,3189.94
25933,3123.41
25934,3337.93
25935,3085.62
25936,3231.67
25937,3326.27
25938,3047.26
25939,3145.85
25940,3028.95
25941,3287.62
25942,3160.06
25943,3194.73
25944,3278.08
25945,3044.86
25946,3159.29
25947,3335.27
25948,3057.78
25949,3178.87
25950,3040.28
25951,3327.26
25952,3134.72
25953,3182.72
25954,3292.56
25955,3093.68
25956,3127.2
25957,3189.65
25958,3060.57
25959,3256.46
25960,3059.97
25961,3333.63
25962,3132.8
25963,3102.04
25964,3302.01
25965,3112.36
25966,3218.2
25967,3061.62
25968,3321.66
25969,3249.54
25970,3135.62
25971,3375.53
25972,3112.86
25973,3180.09
25974,3303.98
25975,3082.41
25976,3231.07
25977,3099.27
25978,3394.14
25979,3126.68
25980,3073.96
25981,3298.68
25982,3069.34
25983,3217.68
25984,3131.79
25985,3126.03
25986,3125.21
25987,3162.56
25988,3339.95
25989,3165.17
25990,3164.8
25991,3308.17
25992,3100.38
25993,3134.57
25994,3114.54
25995,3334.05
25996,3237.99
25997,3099.25
25998,3360.95
25999,3166.07
26000,3130.56
26001,3410.16
26002,3122.08
26003,3142.59
26004,3174.28
26005,3264.44
26006,3121.17
26007,3119.84
26008,3290.74
26009,3141.18
26010,3236.9
26011,3104.97
26012,3117.98
26013,3135.94
26014,3131.36
26015,3359.88
26016,3155.6
26017,3231.33
26018,3351.78
26019,3122.39
26020,3138.25
26021,3158.74
26022,3338.47
26023,3163.01
26024,3075.66
26025,3322.25
26026,3123.71
26027,3228.41
26028,3297.55
26029,3086.64
26030,3177.8
26031,3113.21
26032,3325.74
26033,3087.22
26034,3171.01
26035,3301.27
26036,3063.93
26037,3157.22
26038,3133.67
26039,3087.29
26040,3284.81
26041,3140.18
26042,3368.65
26043,3123.63
26044,3149.48
26045,3273.66
26046,3090.47
26047,3260.08
26048,3138.5
26049,3336.9
26050,3184.79
26051,3118.62
26052,3351.21
26053,3055.59
26054,3192.05
26055,3383.86
26056,3113.23
26057,3201.24
26058,3170.43
26059,3364.08
26060,3045.65
26061,3128.86
26062,3356.38
26063,3137.19
26064,3155.83
26065,3081.71
26066,3109.79
26067,3168.43
26068,3172.06
26069,3379.15
26070,3133.65
26071,3163.75
26072,3314.51
26073,3124.28
26074,3209.56
26075,3139.21
26076,3355.86
26077,3114.66
26078,3126.65
26079,3310.53
26080,3192.83
26081,3192.82
26082,3396.41
26083,3096.58
26084,3077.03
26085,3111.96
26086,3295.68
26087,3151.92
26088,3043.22
26089,3363
26090,3144.97
26091,3252.89
26092,3133.13
26093,3129.96
26094,3108.39
26095,3113.04
26096,3372.17
26097,3225.49
26098,3161.14
26099,3372.02
26100,3094.1
26101,3165.8
26102,3136.29
26103,3366.78
26104,3265.42
26105,3140.35
26106,3324.42
26107,3139.33
26108,3225.87
26109,3341.7
26110,3129.71
26111,3169.17
26112,3117.09
26113,3307.76
26114,3148.19
26115,3170.84
26116,3318.62
26117,3076.69
26118,3194.69
26119,3156.16
26120,3127.13
26121,3154.57
26122,3076.81
26123,3427.29
26124,3145.78
26125,3257.69
26126,3320.33
26127,3070.46
26128,3131.43
26129,3114.77
26130,3338.02
26131,3177.46
26132,3169.98
26133,3313.14
26134,3208.65
26135,3173.66
26136,3427.93
26137,3133.77
26138,3143.37
26139,3092.33
26140,3316.1
26141,3189.04
26142,3110.83
26143,3353.7
26144,3143.05
26145,3247.93
26146,3121.28
26147,3169.53
26148,3172.88
26149,3146.96
26150,3445.74
26151,3138.06
26152,3198.81
26153,3317.45
26154,3164.14
26155,3258.04
26156,3132.6
26157,3412.5
26158,3159.13
26159,3052.44
26160,3295.38
26161,3174.39
26162,3196.09
26163,3386.12
26164,3016.44
26165,3205.19
26166,3215.33
26167,3298.14
26168,3044.14
26169,3137.05
26170,3397.62
26171,3099.04
26172,3115.16
26173,3158.77
26174,3195.41
26175,3182.48
26176,3148.26
26177,3423.59
26178,3155.36
26179,3145.16
26180,3326.72
26181,3089.05
26182,3176.72
26183,3126.51
26184,3350.6
26185,3231.72
26186,3162.09
26187,3371.18
26188,3182.33
26189,3197.23
26190,3307.22
26191,3119.64
26192,3256.4
26193,3113.23
26194,3313.38
26195,3166.83
26196,3235.85
26197,3348.6
26198,3134.67
26199,3203.96
26200,3169.04
26201,3138.96
26202,3157.72
26203,3082.48
26204,3323.63
26205,3142.19
26206,3227.2
26207,3352.17
26208,3164.85
26209,3196.52
26210,3211.47
26211,3313.74
26212,3161.18
26213,3143.72
26214,3324.65
26215,3194.37
26216,3192.06
26217,3366.89
26218,3123.19
26219,3256.36
26220,3097.42
26221,3425.99
26222,3192.74
26223,3225.58
26224,3349.88
26225,3139.19
26226,3175.71
26227,3165.24
26228,3144.25
26229,3167.92
26230,3141.11
26231,3303.5
26232,3107.36
26233,3300.64
26234,3388.16
26235,3134.51
26236,3197.4
26237,3207.3
26238,3389.53
26239,3204.61
26240,3139.1
26241,3406.06
26242,3181.83
26243,3177.99
26244,3373.68
26245,3118.8
26246,3280.09
26247,3125.21
26248,3315.08
26249,3138.64
26250,3121.89
26251,3306.84
26252,3190.84
26253,3201.16
26254,3135.88
26255,3115.83
26256,3167.62
26257,3161.58
26258,3439.27
26259,3135.21
26260,3218.15
26261,3344.13
26262,3163.13
26263,3130.77
26264,3169.77
26265,3398.33
26266,3285.83
26267,3120.54
26268,3345.28
26269,3143.84
26270,3203.86
26271,3443.63
26272,3067.31
26273,3168.81
26274,3188.95
26275,3278.62
26276,3165.08
26277,3101.58
26278,3348.04
26279,3104.62
26280,3263.72
26281,3143.33
26282,3134.47
26283,3184.39
26284,3119.56
26285,3432.4
26286,3187.92
26287,3121.27
26288,3347.55
26289,3163.83
26290,3177.14
26291,3158.52
26292,3339.95
26293,3191.65
26294,3220.83
26295,3346.32
26296,3203.64
26297,3220.87
26298,3468.8
26299,3179.43
26300,3153.24
26301,3138.78
26302,3370.68
26303,3183.88
26304,3100.98
26305,3339.86
26306,3140.94
26307,3205.85
26308,3131.33
26309,3146.72
26310,3233.4
26311,3090.76
26312,3414.47
26313,3070.59
26314,3239.14
26315,3345.22
26316,3229.58
26317,3240.22
26318,3182.85
26319,3386.24
26320,3236.48
26321,3144.9
26322,3329.96
26323,3139.22
26324,3326.29
26325,3388.35
26326,3099.92
26327,3186.58
26328,3179.52
26329,3300.5
26330,3105.34
26331,3130.01
26332,3416
26333,3144.67
26334,3218.4
26335,3164.24
26336,3175.85
26337,3115.65
26338,3104.25
26339,3434.84
26340,3140.62
26341,3142.92
26342,3293.6
26343,3149.78
26344,3156.32
26345,3074.59
26346,3344.39
26347,3231.64
26348,3148.01
26349,3365.37
26350,3152.75
26351,3175.39
26352,3399.26
26353,3194.77
26354,3212.09
26355,3114.55
26356,3346.46
26357,3146.16
26358,3143.37
26359,3373.38
26360,3155.5
26361,3187.67
26362,3169.58
26363,3204.19
26364,3192.35
26365,3214.08
26366,3402.96
26367,3184.71
26368,3227.03
26369,3425.87
26370,3161.72
26371,3243.29
26372,3154.16
26373,3453.57
26374,3218.94
26375,3200.03
26376,3319.33
26377,3108.23
26378,3175.08
26379,3418.9
26380,3197.57
26381,3159.88
26382,3143.8
26383,3357.88
26384,3187.11
26385,3112.63
26386,3375.34
26387,3163.09
26388,3180.19
26389,3195.38
26390,3161.73
26391,3164.34
26392,3081.15
26393,3373.4
26394,3163.22
26395,3238.89
26396,3359.19
26397,3239.65
26398,3213.19
26399,3132.51
26400,3375.68
26401,3308.86
26402,3161.97
26403,3371.87
26404,3162.58
26405,3251.98
26406,3397.75
26407,3166.42
26408,3186.1
26409,3191.43
26410,3341.72
26411,3215.01
26412,3077.22
26413,3336.57
26414,3146.31
26415,3206.74
26416,3100.64
26417,3188.93
26418,3294.22
26419,3182.55
26420,3408.68
26421,3136.48
26422,3283.18
26423,3364.37
26424,3179.41
26425,3211.71
26426,3139.91
26427,3298.94
26428,3263.65
26429,3108.04
26430,3332.67
26431,3112.56
26432,3199.22
26433,3399.99
26434,3182.48
26435,3253.2
26436,3170.95
26437,3347.15
26438,3223.54
26439,3166.36
26440,3304.62
26441,3149.76
26442,3234.64
26443,3100.35
26444,3104.77
26445,3248.31
26446,3116.21
26447,3383.15
26448,3174.37
26449,3177.78
26450,3345.02
26451,3211.79
26452,3243.87
26453,3161.28
26454,3438.81
26455,3273.71
26456,3155.43
26457,3387.23
26458,3199.98
26459,3186.99
26460,3453.17
26461,3178.62
26462,3260.45
26463,3197.92
26464,3359.91
26465,3176.29
26466,3173.73
26467,3341.3
26468,3144.64
26469,3155.06
26470,3239.11
26471,3121.63
26472,3236.89
26473,3280.31
26474,3481.59
26475,3094.05
26476,3245.94
26477,3398.89
26478,3102.66
26479,3214.37
26480,3102.63
26481,3395.89
26482,3211.69
26483,3226.03
26484,3357.12
26485,3257.27
26486,3248.51
26487,3437.26
26488,3151.15
26489,3281.31
26490,3161.1
26491,3294.45
26492,3205.2
26493,3173.07
26494,3402.81
26495,3191.71
26496,3184.97
26497,3225.91
26498,3196.06
26499,3206.07
26500,3139.28
26501,3473.72
26502,3202.56
26503,3232.63
26504,3341.86
26505,3211.85
26506,3209.41
26507,3122.09
26508,3369.77
26509,3179.71
26510,3120.12
26511,3389.81
26512,3208.89
26513,3205.01
26514,3392.01
26515,3170.3
26516,3214.71
26517,3141.37
26518,3332.32
26519,3090.7
26520,3111.65
26521,3434.39
26522,3144.89
26523,3240.59
26524,3188.87
26525,3174.45
26526,3236.46
26527,3159.04
26528,3479.84
26529,3183.46
26530,3290.72
26531,3314.44
26532,3108.59
26533,3161.17
26534,3183.18
26535,3364.61
26536,3292.99
26537,3123.14
26538,3359.21
26539,3140.15
26540,3206.1
26541,3392.66
26542,3194.47
26543,3237.96
26544,3208.1
26545,3421.94
26546,3220.62
26547,3128.29
26548,3349.57
26549,3134.38
26550,3247.74
26551,3163.2
26552,3192.27
26553,3241.68
26554,3126.07
26555,3402.96
26556,3189.31
26557,3241.5
26558,3358.92
26559,3263.63
26560,3176.84
26561,3183.92
26562,3390.53
26563,3249.3
26564,3116.81
26565,3327.05
26566,3090.46
26567,3267.48
26568,3463.5
26569,3202
26570,3176.35
26571,3228.46
26572,3446.84
26573,3188.84
26574,3260.66
26575,3348.29
26576,3188.15
26577,3227.13
26578,3205.55
26579,3194.79
26580,3247.28
26581,3199.63
26582,3465.28
26583,3193.12
26584,3212.91
26585,3367.74
26586,3191.2
26587,3263.76
26588,3214.94
26589,3379.34
26590,3210.12
26591,3192.45
26592,3407.17
26593,3157.94
26594,3287.98
26595,3379.32
26596,3087.17
26597,3292.2
26598,3243.28
26599,3397.46
26600,3199.6
26601,3178.17
26602,3393.06
26603,3206.62
26604,3253.91
26605,3123.56
26606,3203.82
26607,3231.99
26608,3160.91
26609,3447.14
26610,3156.93
26611,3288.01
26612,3389.36
26613,3195.16
26614,3233.66
26615,3209.43
26616,3458.94
26617,3249.88
26618,3192.09
26619,3361.57
26620,3184.53
26621,3229.27
26622,3479
26623,3183.61
26624,3286.14
26625,3221.73
26626,3419.02
26627,3139.68
26628,3168.56
26629,3403.44
26630,3218.29
26631,3212.1
26632,3212.06
26633,3216.31
26634,3200.62
26635,3213.62
26636,3410.39
26637,3204.08
26638,3219.55
26639,3394.68
26640,3126
26641,3296.77
26642,3221.01
26643,3456.94
26644,3263.22
